3.0, 13.0, 7.0, 6.0, 3.0, 3.0, 15.0, 10.0, 0.0, 3.0
3.0, 13.0, 7.0, 6.0, 3.0, 3.0, 14.0, 9.0, 0.0, 3.0
3.0, 13.0, 7.0, 6.0, 3.0, 3.0, 12.0, 8.0, 1.0, 3.0
3.0, 13.0, 7.0, 5.0, 3.0, 3.0, 13.0, 7.0, 5.0, 3.0
3.0, 16.0, 8.0, 2.0, 3.0, 5.0, 15.0, 8.0, 1.0, 5.0
3.0, 16.0, 8.0, 2.0, 3.0, 3.0, 12.0, 6.0, 3.0, 3.0
3.0, 16.0, 8.0, 2.0, 3.0, 4.0, 12.0, 7.0, 1.0, 5.0
3.0, 16.0, 8.0, 2.0, 3.0, 3.0, 16.0, 8.0, 2.0, 3.0
3.0, 15.0, 7.0, 3.0, 3.0, 4.0, 11.0, 6.0, 2.0, 4.0
3.0, 15.0, 7.0, 3.0, 3.0, 4.0, 10.0, 5.0, 2.0, 4.0
2.0, 14.0, 6.0, 4.0, 2.0, 6.0, 16.0, 7.0, 3.0, 7.0
2.0, 14.0, 6.0, 4.0, 2.0, 4.0, 13.0, 6.0, 0.0, 4.0
3.0, 15.0, 6.0, 1.0, 3.0, 6.0, 19.0, 7.0, 1.0, 7.0
2.0, 15.0, 4.0, 0.0, 2.0, 1.0, 15.0, 4.0, 0.0, 2.0
1.0, 11.0, 3.0, 1.0, 1.0, 5.0, 16.0, 7.0, 0.0, 5.0
1.0, 12.0, 3.0, 1.0, 1.0, 1.0, 12.0, 3.0, 1.0, 1.0
1.0, 6.0, 2.0, 0.0, 1.0, 4.0, 16.0, 8.0, 0.0, 5.0
1.0, 6.0, 2.0, 0.0, 1.0, 1.0, 6.0, 2.0, 0.0, 1.0
1.0, 2.0, 1.0, 0.0, 1.0, 3.0, 15.0, 7.0, 0.0, 4.0
1.0, 2.0, 1.0, 0.0, 1.0, 8.0, 33.0, 9.0, 3.0, 9.0
1.0, 2.0, 1.0, 0.0, 1.0, 7.0, 31.0, 8.0, 4.0, 8.0
1.0, 2.0, 1.0, 0.0, 1.0, 3.0, 13.0, 6.0, 3.0, 3.0
0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 36.0, 11.0, 4.0, 11.0
0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 33.0, 10.0, 5.0, 7.0
0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 30.0, 9.0, 6.0, 7.0
0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 27.0, 8.0, 6.0, 7.0
0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 10.0, 6.0, 0.0, 4.0
0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 9.0, 5.0, 0.0, 4.0
0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 32.0, 9.0, 2.0, 7.0
0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 30.0, 8.0, 3.0, 6.0
0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 27.0, 7.0, 3.0, 6.0
0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 27.0, 7.0, 4.0, 6.0
0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 30.0, 10.0, 2.0, 7.0
0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 29.0, 9.0, 2.0, 5.0
0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 36.0, 10.0, 0.0, 9.0
0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 48.0, 12.0, 1.0, 12.0
0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 44.0, 11.0, 0.0, 6.0
0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 42.0, 10.0, 1.0, 5.0
0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 40.0, 9.0, 1.0, 5.0
0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 38.0, 8.0, 2.0, 5.0
0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 47.0, 12.0, 0.0, 12.0
0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 47.0, 12.0, 1.0, 12.0
0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 88.0, 15.0, 0.0, 15.0
